Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,UNSD Geographical Grouping,Source Quality
US-Mexico Border,17-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"RÃ­o Bravo, 12 miles north of El Paso, Maverick County, Texas, USA",La Rancherita del Aire,"31.777485075401, -106.524524570500",NULL,Northern America,1
Horn of Africa,17-Jul-20,2020,Jul,2,NULL,2,NULL,NULL,2,NULL,Dehydration,"Djiboutian desert around Oulma, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities,"12.142430800000, 43.377416500000",Horn Africa to Yemen,Eastern Africa,5
US-Mexico Border,16-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.398098900000, -110.075330400000",NULL,Northern America,5
US-Mexico Border,16-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"RÃ­o Bravo, near Rancho El Porvernir, Ejido Los Corrales, Reynosa, Tamaulipas, Mexico",El MaÃ±ana,"26.075277821144, -98.218528651361",NULL,Central America,1
US-Mexico Border,16-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.039629500000, -112.711372100000",NULL,Northern America,5
US-Mexico Border,16-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed exposure,"Died in hospital after being found on 6 July in a remote ranch near Laredo, Webb County, Texas, USA","US Border Patrol, El MaÃ±ana","27.533453274286, -99.333601718657",NULL,Northern America,5
US-Mexico Border,16-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (decomposed remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",NULL,Northern America,5
Mediterranean,15-Jul-20,2020,Jul,1,NULL,1,72,NULL,NULL,NULL,Presumed drowning,"Off the coast of Mahdia, Tunisia",RÃ©alitÃ©s,"35.518655224434, 11.110265677734",Central Mediterranean,Uncategorized,1
Sub-Saharan Africa,15-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Drowning,"Passe de Morne Rouge, off the coast of Mayotte, France","IOM Madagascar, Regional Maritime Information Fusion Centre","-12.829508518478, 45.071486919922",NULL,Eastern Africa,5
US-Mexico Border,14-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Found dead on top of a train in the industrial park Alianza Derramadero, Coahuila, Mexico","Vanguardia, El Siglo de TorreÃ³n","25.239157500000, -101.174665500000",NULL,Central America,1
Mediterranean,14-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"Off the coast of Gergaresh, Libya",IOM Libya,"32.869652400000, 13.109168200000",Central Mediterranean,Uncategorized,4
US-Mexico Border,13-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.923968200000, -112.150236500000",NULL,Northern America,5
US-Mexico Border,13-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.365672200000, -109.711483000000",NULL,Northern America,5
US-Mexico Border,13-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.059639800000, -111.930200400000",NULL,Northern America,5
Mediterranean,12-Jul-20,2020,Jul,NULL,4,4,1,NULL,4,NULL,Presumed drowning,"Boat departed from Tunisia with the aim of reaching Italy, but drifted and capsized off the coast of northwestern Crete, Greece",Hellenic Coast Guard via IOM Greece,"35.696445773266, 23.523868709375",Central Mediterranean,Uncategorized,5
US-Mexico Border,12-Jul-20,2020,Jul,1,NULL,1,NULL,1,NULL,NULL,Presumed exposure,"20000 block of S. Jett Road, Bexar County, Texas, USA","News 4 San Antonio, La OpiniÃ³n","29.222397900000, -98.574269100000",Central America to US,Northern America,3
US-Mexico Border,12-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (pending),"1650 East Old Vail Road, Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.075773800000, -110.949701400000",NULL,Northern America,5
Europe,12-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Vrelo, Kumanovo, North Macedonia","IOM North Macedonia, Sloboden Pecat","42.132289500000, 21.725693600000",Western Balkans,Southern Europe,1
Horn of Africa,11-Jul-20,2020,Jul,3,NULL,3,NULL,1,2,1,Dehydration,"Djiboutian desert around Ras-bir, Obock region, Republic of Djibouti",IOM Djibouti medical team and local authorities,"11.825138000000, 42.590275000000",Horn Africa to Yemen,Eastern Africa,5
US-Mexico Border,11-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.384683400000, -110.976153600000",NULL,Northern America,5
Europe,10-Jul-20,2020,Jul,1,NULL,1,2,NULL,1,NULL,Presumed drowning,"At the port of DurrÃ«s, Albania","Shqiptarja, Exit","41.313922000000, 19.455799000000",NULL,Southern Europe,1
US-Mexico Border,10-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Hyperthermia,"Kino Springs Drive and East Sagebrush Road , Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.361110000000, -110.813247000000",NULL,Northern America,5
US-Mexico Border,10-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.359264100000, -110.965465900000",NULL,Northern America,5
US-Mexico Border,9-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Shot,"Calexico West port of entry, Imperial County, California, USA",US Border Patrol,"32.665191916550, -115.496520996090",NULL,Northern America,5
US-Mexico Border,9-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Illness (COVID-19),"Found near La Grulla, Starr County, Texas, USA - died in  a South Texas hospital","US Border Patrol, KRGV","26.269514800000, -98.647245600000",NULL,Northern America,5
Mediterranean,8-Jul-20,2020,Jul,NULL,7,7,18,NULL,NULL,NULL,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,"31.337056416698, 17.492002875000",Central Mediterranean,Uncategorized,4
US-Mexico Border,8-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (pending),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.368400400000, -111.372466200000",NULL,Northern America,5
US-Mexico Border,8-Jul-20,2020,Jul,1,NULL,1,NULL,1,NULL,NULL,Accident (fell from border wall),"Border wall between Anapra, Mexico and Sunland Park, New Mexico, USA (west of El Paso, Texas).",El Paso Matters,"31.786209528293, -106.566342020530",NULL,Northern America,1
US-Mexico Border,8-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.422375500000, -113.433947300000",NULL,Northern America,5
US-Mexico Border,7-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.370924100000, -109.708069600000",NULL,Northern America,5
South America,7-Jul-20,2020,Jul,1,NULL,1,NULL,1,NULL,NULL,Presumed drowning,"Rio Guaitara, Ipiales, Narino, Colombia","Radio Caracol, El Universo, El Norte","0.813133583769, -77.663943523936",NULL,South America,3
US-Mexico Border,6-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed exposure,"Near U.S. Highway 59, east of Laredo, Webb County, Texas, USA",U.S. Customs and Border Protection,"27.528235800000, -99.445670500000",NULL,Northern America,5
US-Mexico Border,5-Jul-20,2020,Jul,2,NULL,2,1,NULL,2,NULL,Exposure,"South of Wellton, Yuma County, Arizona, USA",US Border Patrol,"32.672825600000, -114.146882100000",NULL,Northern America,5
Sub-Saharan Africa,4-Jul-20,2020,Jul,2,NULL,2,NULL,NULL,NULL,NULL,Shot,"Near Mahama Refugee Camp, Rwanda, near border of Tanzania ","UNHCR, Chimp Report, Crooze FM","-2.311477576222, 30.849546116455",NULL,Southern Africa,4
US-Mexico Border,4-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Cardiac arrest,"Near Roma, Webb County, Texas, USA",US Border Patrol,"26.408852300000, -99.015655400000",NULL,Northern America,5
Europe,2-Jul-20,2020,Jul,1,NULL,1,NULL,NULL,1,NULL,Shot,"Kulen Vakuf, Bosnia near border with Croatia",Fena News,"44.562805523157, 16.033354741612",Western Balkans,Southern Europe,3
Mediterranean,30-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Unknown,Body spotted floating at sea by Sea-Watch's Seabird in position 34Âº00N 012Âº05E,Sea Watch,"33.852169701407, 11.392822265625",Central Mediterranean,Uncategorized,4
US-Mexico Border,29-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.771801900000, -111.924265100000",NULL,Northern America,5
Mediterranean,29-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (found on dinghy),Body spotted floating at sea by Sea-Watch's Seabird in position 34Âº15N 012Âº25E at 1333z,Sea Watch,"34.250000000000, 12.416666700000",Central Mediterranean,Uncategorized,4
Mediterranean,29-Jun-20,2020,Jun,1,3,4,35,1,NULL,1,Drowning,"Off the coast of Ayvalik, Turkey",Turkish Coast Guard ,"39.283195240031, 26.528049855767",Eastern Mediterranean,Uncategorized,5
Middle East,28-Jun-20,2020,Jun,61,NULL,61,1,NULL,NULL,2,Drowning,"Van Lake near AltÄ±nsaÃ§, GevaÅŸ district, Turkey","Turkish Ministry of the Interior via IOM Turkey, Haber Turk, ANF News, ODA TV, The Record","38.518774822675, 42.942282999712",NULL,Western Asia,4
US-Mexico Border,27-Jun-20,2020,Jun,NULL,1,1,NULL,NULL,1,NULL,Presumed drowning,"All-American Canal in Winterhaven, Imperial County, California, USA",Adelante Valle,"32.752877890099, -114.699259584300",Central America to US,Northern America,1
Middle East,27-Jun-20,2020,Jun,1,NULL,1,41,NULL,NULL,NULL,Vehicle  accident,"Near the YumaklÄ± neighborhood of Muradiye district, Van, Turkey","Daily Sabah, ILHA","39.003023137734, 43.753222342510",NULL,Western Asia,3
Mediterranean,26-Jun-20,2020,Jun,NULL,8,8,94,NULL,8,NULL,Drowning,"Swept overboard at unspecified location off the coast of Khums, Libya",IOM Libya,"32.939587014158, 14.554916722266",Central Mediterranean,Uncategorized,4
US-Mexico Border,25-Jun-20,2020,Jun,3,NULL,3,3,1,2,NULL,Vehicle  accident,"On West Paisano Drive, El Paso, Texas","El Paso Times, Fox","31.761312226892, -106.454122652150",NULL,Northern America,3
Sub-Saharan Africa,25-Jun-20,2020,Jun,4,NULL,4,NULL,NULL,NULL,2,Drowning," Charifou, Mayotte",Mayotte Hebdo,"-13.019270190719, 45.146960008984",NULL,Uncategorized,3
US-Mexico Border,24-Jun-20,2020,Jun,2,NULL,2,NULL,NULL,2,1,Drowning,"Guerrero, Coahuila, Mexico ","Turquesa News, Bi Noticias","28.318075274362, -100.334777350980",NULL,Central America,3
Southeast Asia,24-Jun-20,2020,Jun,1,NULL,1,99,1,NULL,NULL,Unknown,Andaman Sea,IOM Indonesia,"5.720977284922, 99.405860339195",NULL,Uncategorized,2
US-Mexico Border,24-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Bravo, Reynosa, Tamaulipas, Mexico","Noticias Telemundo, Cubanos por el mundo, asere","26.083189019150, -98.262361194971",NULL,Central America,3
US-Mexico Border,24-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"Piedras Negras, Coahuila, Mexico",ZÃ³calo,"28.709493144125, -100.518472300090",NULL,Central America,1
Europe,23-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Heart failure (fire),"In a hospital in Tuzla, Bosnia and Herzegovina",IOM Bosnia and Herzegovina,"44.536604100000, 18.692419600000",Western Balkans,Southern Europe,2
US-Mexico Border,23-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Unknown (mummified and skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.060008100000, -112.155696200000",NULL,Northern America,5
US-Mexico Border,23-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Unknown (decomposed remains),"Private ranch in Starr County, Texas, USA",US Border Patrol,"26.621516700000, -98.748116700000",NULL,Northern America,5
US-Mexico Border,22-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Presumed exposure,"Close to Laredo, Texas, USA",NTR Zacatecas,"27.503561300000, -99.507551900000",NULL,Northern America,1
US-Mexico Border,22-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.771801900000, -111.924265100000",NULL,Northern America,5
Mediterranean,21-Jun-20,2020,Jun,3,3,6,4,NULL,3,NULL,Drowning,"Off the coast of Oran, Algeria",Djazairess,"35.730516937037, -0.640425064063",Western Mediterranean,Uncategorized,3
US-Mexico Border,21-Jun-20,2020,Jun,1,NULL,1,NULL,1,NULL,NULL,Presumed dehydration,"Close to Las Palomas Ranch, Maverick County, Texas, USA",Super Channel 12,"28.741047300000, -100.349789500000",NULL,Northern America,1
Mediterranean,20-Jun-20,2020,Jun,5,NULL,5,19,NULL,NULL,NULL,Drowning,"Off the coast of Janzour, Tripoli, Libya",IOM Libya,"32.848618879341, 13.010127972461",Central Mediterranean,Uncategorized,4
Sub-Saharan Africa,19-Jun-20,2020,Jun,3,NULL,3,2,NULL,NULL,NULL,Drowning,Senegal River on the border with Mauritania,"RFM, Pressafrik, xalimasn","15.612636100000, -13.230087400000",NULL,Western Africa,3
Europe,19-Jun-20,2020,Jun,NULL,1,1,2,NULL,NULL,NULL,Presumed drowning,"Drina River near PavloviÄ‡ Bridge, Bosnia and Herzegovina",ATV,"44.775011417116, 19.339542312164",Western Balkans,Southern Europe,1
Europe,19-Jun-20,2020,Jun,1,NULL,1,6,NULL,NULL,NULL,Vehicle  accident,"E90 highway, close to Kavala, Greece","Associated Press, Xinhua","40.958352069032, 24.469170931641",NULL,Southern Europe,3
Mediterranean,19-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Presumed drowning,Body spotted floating at sea by NGO vessel Mare Jonio in position 34Âº25N 012Âº22E,Mediterranea,"34.416666700000, 12.366666700000",Central Mediterranean,Uncategorized,4
South America,18-Jun-20,2020,Jun,NULL,1,1,NULL,NULL,1,NULL,Unknown,"Unspecified location in CÃºcuta, Colombia",La OpiniÃ³n CÃºcuta,"7.889097100000, -72.496689600000",NULL,South America,1
US-Mexico Border,18-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.705376700000, -112.198955200000",NULL,Northern America,5
US-Mexico Border,17-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"RÃ­o Bravo, Nuevo Laredo, Tamaulipas, Mexico",Notiviza Tamaulipas,"27.453218779443, -99.494445495414",NULL,Central America,1
US-Mexico Border,16-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Complications of blunt force injuries,"Arizona State Route 80 Eastbound Milepost 399 , Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.443001700000, -109.827425500000",NULL,Northern America,5
US-Mexico Border,16-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.682150100000, -112.052521100000",NULL,Northern America,5
Middle East,16-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Shot,"Dibba Al-Fujairah region, Oman-UAE border","Embassy of the Sultanate of Oman, Anadolu Agency, Erem News","25.591117100000, 56.259403300000",NULL,Western Asia,5
Central America,16-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,1,Accident (fell from stairs),"Unspecified location in Mexico, en route to the US",Radio ABC Sstereo,"23.634501000000, -102.552784000000",Central America to US,Central America,1
Central America,14-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Hit by train,"Former train station at Guayulera, Saltillo, Coahuila, Mexico","El Siglo de Torreon, El DemÃ³crata","25.421312678410, -101.015772732730",NULL,Central America,3
Mediterranean,13-Jun-20,2020,Jun,6,6,12,20,1,10,2,Presumed drowning,"Off the coast of Surman, Alazzawaya, Libya",IOM Libya,"32.799121421180, 12.571950861963",Central Mediterranean,Uncategorized,4
US-Mexico Border,12-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.901375000000, -111.779040100000",NULL,Northern America,5
Sub-Saharan Africa,12-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Sickness and lack of access to medicines,"Niamey, Niger",IOM Niger,"13.511596300000, 2.125385400000",NULL,Western Africa,4
US-Mexico Border,11-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"RÃ­o Bravo, at International Bridge Solidaridad in Colombia, Nuevo LeÃ³n, Mexico",El Mercurio,"27.699534393525, -99.746543544336",NULL,Central America,1
Europe,11-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Hit by train,"On the railway Veles-Gradsko, near Zgropolci, North Macedonia",Ministry of Interior,"41.648970100000, 21.866546800000",NULL,Southern Europe,5
US-Mexico Border,11-Jun-20,2020,Jun,1,NULL,1,NULL,1,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",NULL,Northern America,5
US-Mexico Border,11-Jun-20,2020,Jun,1,NULL,1,NULL,1,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",NULL,Northern America,5
US-Mexico Border,11-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Drowning,"RÃ­o Bravo, under international bridge #1 at Piedras Negras, Coahuila, Mexico","La Voz, K911, ZÃ³calo","28.705232104034, -100.511808511950",Central America to US,Central America,3
US-Mexico Border,10-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Unknown (partial skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.904854400000, -111.777018400000",NULL,Northern America,5
US-Mexico Border,9-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.814153400000, -112.182635300000",NULL,Northern America,5
Mediterranean,9-Jun-20,2020,Jun,68,5,73,NULL,23,18,4,Drowning,"Off the coast of Graten, Kerkennah, Tunisia","IOM Tunisia, Webdo, Reuters, AkhbarLibya, AlManar","34.720572300000, 11.140718400000",Central Mediterranean,Uncategorized,4
Southeast Asia,8-Jun-20,2020,Jun,1,NULL,1,269,1,NULL,NULL,Unknown,"Off the coast of Malaysia, Andaman Sea",AFP,"5.983160044664, 99.932308968750",NULL,Uncategorized,3
US-Mexico Border,8-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.742197600000, -111.965649700000",NULL,Northern America,5
US-Mexico Border,7-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Presumed exposure,"West of Hebbronville, Jim Hogg County, Texas, USA",U.S. Customs and Border Protection,"27.306705700000, -98.678351600000",Central America to US,Northern America,5
US-Mexico Border,6-Jun-20,2020,Jun,1,NULL,1,NULL,1,NULL,NULL,Dehydration,"Fronton, Starr County, Texas, USA",Telemundo 40,"26.407005800000, -99.083919600000",NULL,Northern America,1
Europe,6-Jun-20,2020,Jun,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Kolpa River, near Breg near Sinji Vrh, Municipality of ÄŒrnomelj, Slovenia (at the border with Croatia)",Slovenia Police via IOM Slovenia,"45.445497070921, 15.131919087036",Western Balkans,Southern Europe,5
